"lon","lat","七福神めぐりの名称","七福神めぐりの公式サイト","札所の名称","札所の詳名・別名","札所の宗旨・宗派","札所の福神","札所の公式サイト","札所のウィキペディア"
139.746254,35.71174,"小石川七福神",,"福聚院","霊應山福聚院","浄土宗","大黒天",,
139.751111,35.710801,"小石川七福神",,"こんにゃく閻魔","常光山源覚寺","浄土宗","毘沙門天","http://www.genkakuji.or.jp/","https://ja.wikipedia.org/wiki/源覚寺_(文京区)"
139.754,35.7047,"小石川七福神",,"東京ドームシティ",,,"福禄寿",,
139.620619,35.555851,"横浜七福神",,"興禅寺","圓瀧山光明院興禅寺","天台宗","福禄寿",,
139.637771,35.550928,"横浜七福神",,"金蔵寺","清林山仏乗院金蔵寺","天台宗","寿老人",,"https://ja.wikipedia.org/wiki/金蔵寺_(横浜市)"
139.632971,35.537782,"横浜七福神",,"東照寺","綱島山東照寺","曹洞宗","布袋尊",,
139.632012,35.498971,"横浜七福神",,"菊名池弁財天","妙蓮寺","日蓮宗","弁財天",,
139.633389,35.510275,"横浜七福神",,"蓮勝寺","菊名山喜楽院蓮勝寺","浄土宗","毘沙門天",,
139.621556,35.509127,"横浜七福神",,"正覚院",,"曹洞宗","大黒天",,
139.607027,35.527696,"横浜七福神",,"西方寺","補陀落山西方寺","真言宗","恵比寿","http://saihouji-yokohama.com/",
139.538498,35.763733,"東久留米七福神",,"浄牧院","神護山浄牧院","曹洞宗","大黒天","http://www.joubokuin.com/",
139.543519,35.768261,"東久留米七福神",,"宝泉寺",,"天台宗","弁財天",,
139.529339,35.75496,"東久留米七福神",,"多聞寺",,"真言宗","毘沙門天",,
139.517372,35.757229,"東久留米七福神",,"米津寺","圓通山米津寺","臨済宗","布袋尊",,
139.527211,35.762943,"東久留米七福神",,"大円寺","普門山大圓寺","天台宗","恵比寿、福禄寿、寿老人",,
139.450505,35.540782,"原町田七福神",,"町田商工会議所",,,"福禄寿",,
139.452154,35.541061,"原町田七福神",,"勝楽寺","三寶山紹隆院勝楽寺","浄土宗","寿老人","http://shourakuji.com/","https://ja.wikipedia.org/wiki/勝楽寺_(町田市)"
139.448333,35.543304,"原町田七福神",,"浄運寺","法要山浄運寺","日蓮宗","毘沙門天",,
139.448868,35.539907,"原町田七福神",,"宗保院","金森山宗保院","曹洞宗","布袋尊",,
139.44602,35.544578,"原町田七福神",,"カリヨン広場",,,"大黒天",,
139.450191,35.547278,"原町田七福神",,"母智丘神社",,,"弁財天","http://www7b.biglobe.ne.jp/~mochiojinjya/",
139.45166,35.53836,"原町田七福神",,"町田天満宮",,,"恵比寿","http://tenmangu.newsinet.com/",
139.728963,35.665074,"港七福神","https://www.minatoshichifukujin.org/","天祖神社",,,"福禄寿",,
139.727139,35.659279,"港七福神","https://www.minatoshichifukujin.org/","櫻田神社",,,"寿老人",,
139.731041,35.652888,"港七福神","https://www.minatoshichifukujin.org/","氷川神社",,,"毘沙門天",,"https://ja.wikipedia.org/wiki/氷川神社_(東京都港区元麻布)"
139.73297,35.655429,"港七福神","https://www.minatoshichifukujin.org/","大法寺","栄久山大法寺","日蓮宗","大黒天",,
139.735084,35.657023,"港七福神","https://www.minatoshichifukujin.org/","十番稲荷神社",,,"宝船","http://www.jubaninari.or.jp/",
139.746644,35.656503,"港七福神","https://www.minatoshichifukujin.org/","宝珠院",,"浄土宗","弁財天","https://www.hoshuin.jp/","https://ja.wikipedia.org/wiki/宝珠院_(東京都港区)"
139.742954,35.658609,"港七福神","https://www.minatoshichifukujin.org/","熊野神社",,,"恵比寿",,
139.738308,35.667525,"港七福神","https://www.minatoshichifukujin.org/","久国神社",,,"布袋尊",,
139.652648,35.145433,"三浦七福神",,"慈雲寺
","持陽山慈雲寺","臨済宗円覚寺派","毘沙門天",,
139.627673,35.162386,"三浦七福神",,"白髭神社",,,"寿老人",,
139.615314,35.144423,"三浦七福神",,"見桃寺","紫陽山見桃寺","臨済宗妙心寺派","布袋尊",,
139.622286,35.183152,"三浦七福神",,"延壽寺","壽福山延壽寺","日蓮宗","大黒天",,
139.640034,35.175707,"三浦七福神",,"妙音寺","飯盛山妙音寺","高野山真言宗","福禄寿","http://www.myoonji.com/",
139.658466,35.166933,"三浦七福神",,"圓福寺","金田山圓福寺","浄土宗","恵比寿",,
139.618847,35.142742,"三浦七福神",,"海南神社",,,"弁財天","http://kainan.server-shared.com/","https://ja.wikipedia.org/wiki/海南神社"
139.497703,35.332583,"相州村岡七福神",,"御霊神社","川名御霊神社",,"福禄寿",,
139.508411,35.337362,"相州村岡七福神",,"御霊神社","宮前御霊神社",,"寿老人",,"https://ja.wikipedia.org/wiki/御霊神社_(藤沢市宮前)"
139.502045,35.336532,"相州村岡七福神",,"弥勒寺","東耀山弥勒寺","日蓮宗","毘沙門天",,
139.502641,35.338727,"相州村岡七福神",,"荒神社",,,"布袋尊",,
139.506823,35.342991,"相州村岡七福神",,"大神宮","高谷大神宮",,"大黒天",,
139.507438,35.347662,"相州村岡七福神",,"日枝神社","渡内日枝神社",,"弁財天",,
139.497949,35.351678,"相州村岡七福神",,"柄沢神社",,,"恵比寿",,
139.780457,35.684118,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","小網神社",,,"福禄寿","http://www.koamijinja.or.jp/",
139.783632,35.683877,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","茶ノ木神社",,,"布袋尊",,
139.785066,35.683658,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","水天宮（宝生弁財天）",,,"弁財天","http://www.suitengu.or.jp/","https://ja.wikipedia.org/wiki/水天宮_(東京都中央区)"
139.78548,35.684686,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","松島神社",,,"大黒天",,
139.785311,35.688089,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","笠間稲荷神社",,,"寿老人",,
139.784057,35.686846,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","末廣神社",,,"毘沙門天",,
139.779637,35.688372,"日本橋七福神","https://www.nihonbashi-shichifukujin.gr.jp/","椙森神社",,,"恵比寿",,
139.152114,35.274066,"小田原七福神",,"潮音寺","大徳山潮音寺","曹洞宗","毘沙門天",,
139.154778,35.258938,"小田原七福神",,"福泉寺","華岳山福泉寺","曹洞宗","弁財天",,
139.150656,35.256442,"小田原七福神",,"鳳巣院","實平山鳳巣院","曹洞宗","寿老人",,
139.143258,35.252572,"小田原七福神",,"蓮船寺","惺雄山蓮船寺","日蓮宗","大黒天","http://rensenji.com/",
139.150924,35.242726,"小田原七福神",,"報身寺","永劫山最勝院報身寺","浄土宗","恵比寿",,
139.154713,35.244405,"小田原七福神",,"大蓮寺","稲荷山大蓮寺","浄土宗","福禄寿",,
139.157359,35.245811,"小田原七福神",,"圓福寺","醫王山薬師院圓福寺","東寺真言宗","布袋尊",,
139.235769,35.784258,"多摩青梅七福神","https://ome7.tokyo/","明白院","明白院","曹洞宗","福禄寿",,
139.240586,35.784363,"多摩青梅七福神","https://ome7.tokyo/","地蔵院","宝珠山地蔵院","臨済宗","布袋尊",,
139.253019,35.787089,"多摩青梅七福神","https://ome7.tokyo/","清宝院","成田山清宝院","真言宗","恵比寿",,
139.256009,35.805215,"多摩青梅七福神","https://ome7.tokyo/","聞修院","黒澤山聞修院","曹洞宗","寿老人","http://www.monsyuin.org/",
139.26104,35.788333,"多摩青梅七福神","https://ome7.tokyo/","延命寺","住吉山延命寺","臨済宗","大黒天",,
139.261661,35.787785,"多摩青梅七福神","https://ome7.tokyo/","宗建寺","宗建寺","臨済宗","毘沙門天",,
139.275381,35.7799,"多摩青梅七福神","https://ome7.tokyo/","玉泉寺","金剛山玉泉寺","臨済宗","弁財天",,
139.625173,35.318105,"追浜七福神",,"法福寺","浦谷山法福寺",,"毘沙門天",,
139.628085,35.31528,"追浜七福神",,"自得寺","補陀山自得寺","臨済宗建長寺派","大黒天",,
139.627145,35.314817,"追浜七福神",,"正光寺",,"浄土宗","福禄寿",,
139.623523,35.312736,"追浜七福神",,"良心寺","久遠山良心寺","浄土宗","布袋尊",,
139.633646,35.311175,"追浜七福神",,"観音寺",,"浄土宗","寿老人",,
139.635946,35.309285,"追浜七福神",,"能永寺","楽浦山能永寺","時宗","弁財天",,
139.635074,35.313581,"追浜七福神",,"独園寺",,"臨済宗建長寺派","恵比寿","https://dokuonji.jimdofree.com/",
139.637243,35.315439,"追浜七福神",,"正禅寺","金剛山正禅寺","臨済宗建長寺派","毘沙門天",,
139.390375,35.493393,"相模七福神",,"宗仲寺","来迎山峰月院宗仲寺","浄土宗","寿老人",,
139.395365,35.485415,"相模七福神",,"龍源院","水上山龍源院","曹洞宗","弁財天",,
139.38919,35.474352,"相模七福神",,"浄土寺","心光山往生院浄土寺","浄土宗","恵比寿",,
139.382148,35.441914,"相模七福神",,"増全寺","龍池山無量院増全寺","曹洞宗","福禄寿","http://www.zouzenji.com/",
139.396071,35.433939,"相模七福神",,"妙元寺","長秋山妙元寺","日蓮宗","大黒天",,
139.39531,35.427096,"相模七福神",,"善教寺","久光山善教寺","浄土宗","布袋尊",,
139.395469,35.414507,"相模七福神",,"本覚寺",,"真言宗大覚寺派","毘沙門天",,
139.802169,35.744041,"千寿七福神",,"仲町氷川神社",,,"弁財天",,
139.797878,35.743674,"千寿七福神",,"河原町稲荷神社",,,"福禄寿",,
139.79777,35.745653,"千寿七福神",,"八幡神社",,,"毘沙門天",,
139.796274,35.747407,"千寿七福神",,"千住神社",,,"恵比寿",,"https://ja.wikipedia.org/wiki/千住神社"
139.791806,35.756048,"千寿七福神",,"元宿神社",,,"寿老人",,
139.799212,35.757193,"千寿七福神",,"大川町氷川神社",,,"布袋尊",,
139.802247,35.752534,"千寿七福神",,"千住本氷川神社",,,"大黒天","http://motohikawa.jp/","https://ja.wikipedia.org/wiki/千住本氷川神社"
139.485272,35.473431,"横浜瀬谷八福神",,"長天寺","相澤山長天寺","臨済宗建長寺派","達磨大師",,
139.473671,35.48835,"横浜瀬谷八福神",,"妙光寺","蓮昌山妙光寺","日蓮宗","大黒天",,
139.473013,35.486149,"横浜瀬谷八福神",,"善昌寺","慈光山善昌寺","浄土宗","恵比寿",,
139.476743,35.472518,"横浜瀬谷八福神",,"徳善寺","瀬谷山徳善寺","曹洞宗","毘沙門天",,
139.478378,35.465696,"横浜瀬谷八福神",,"寶蔵寺","瀬谷山寶蔵寺","高野山真言宗","弁財天",,
139.477297,35.463937,"横浜瀬谷八福神",,"西福寺","猿王山西福寺","真言宗豊山派","布袋尊",,
139.477709,35.457635,"横浜瀬谷八福神",,"宗川寺","白東山宗川寺","日蓮宗","福禄寿",,
139.483711,35.45224,"横浜瀬谷八福神",,"全通院勢至堂",,,"寿老人",,
139.864931,35.750821,"柴又七福神",,"観蔵寺","金亀山神宮院観蔵寺","真言宗豊山派","寿老人",,
139.879175,35.752459,"柴又七福神",,"宝生院","大黒山宝生院","真言宗智山派","大黒天",,
139.881011,35.75133,"柴又七福神",,"医王寺","薬王山瑠璃光院医王寺","真言宗豊山派","恵比寿",,
139.878647,35.756221,"柴又七福神",,"万福寺","聖閣山万福寺","曹洞宗","福禄寿","http://www.manpukuji.net/",
139.8783,35.758158,"柴又七福神",,"柴又帝釈天","経栄山題経寺","日蓮宗","毘沙門天","http://www.taishakuten.or.jp/","https://ja.wikipedia.org/wiki/柴又帝釈天"
139.876518,35.759117,"柴又七福神",,"真勝院","石照山真光寺真勝院","真言宗豊山派","弁財天",,
139.874591,35.760271,"柴又七福神",,"良観寺","弘誓山観音院良観寺","真言宗豊山派","布袋尊",,
139.73945,35.701406,"新宿山ノ手七福神",,"善國寺","鎮護山善國寺","日蓮宗","毘沙門天","http://www.kagurazaka-bishamonten.com/","https://ja.wikipedia.org/wiki/善國寺"
139.725374,35.699237,"新宿山ノ手七福神",,"経王寺","大乗山経王寺","日蓮宗","大黒天","http://www.kyoouji.gr.jp/",
139.713331,35.697581,"新宿山ノ手七福神",,"抜弁天","厳嶋神社",,"弁財天",,"https://ja.wikipedia.org/wiki/厳嶋神社_(新宿区)"
139.712502,35.698149,"新宿山ノ手七福神",,"永福寺","大久保山永福寺","曹洞宗","福禄寿",,
139.712602,35.696632,"新宿山ノ手七福神",,"法善寺","春時山法善寺","日蓮宗","寿老人",,
139.705369,35.697763,"新宿山ノ手七福神",,"稲荷鬼王神社",,,"恵比寿",,"https://ja.wikipedia.org/wiki/稲荷鬼王神社"
139.709361,35.689852,"新宿山ノ手七福神",,"太宗寺","霞関山太宗寺","浄土宗","布袋尊",,"https://ja.wikipedia.org/wiki/太宗寺"
139.791718,35.728471,"下谷七福神",,"寿永寺",,"浄土宗","布袋尊",,
139.79189,35.724291,"下谷七福神",,"飛不動尊","龍光山正宝院","天台宗","恵比寿","http://tobifudo.jp/",
139.787708,35.723582,"下谷七福神",,"朝日弁財天","弁天院","曹洞宗","弁財天",,
139.783406,35.721421,"下谷七福神",,"法昌寺",,"法華宗","毘沙門天",,
139.78288,35.721248,"下谷七福神",,"英信寺",,"浄土宗","大黒天",,
139.782735,35.719911,"下谷七福神",,"入谷鬼子母神","真源寺","法華宗","福禄寿",,"https://ja.wikipedia.org/wiki/真源寺"
139.777949,35.722459,"下谷七福神",,"元三島神社",,,"寿老人",,
139.806787,35.714998,"隅田川七福神","https://www.sumidagawashichifukujin.com/","三囲神社",,,"大黒天、恵比寿",,"https://ja.wikipedia.org/wiki/三囲神社"
139.808713,35.7174,"隅田川七福神","https://www.sumidagawashichifukujin.com/","弘福寺","牛頭山弘福寺","黄檗宗","布袋尊",,
139.809041,35.717841,"隅田川七福神","https://www.sumidagawashichifukujin.com/","長命寺","宝寿山遍照院長命寺","天台宗","弁財天",,"https://ja.wikipedia.org/wiki/長命寺_(墨田区)"
139.815007,35.72424,"隅田川七福神","https://www.sumidagawashichifukujin.com/","向島百花園",,,"福禄寿",,
139.813129,35.725272,"隅田川七福神","https://www.sumidagawashichifukujin.com/","白鬚神社",,,"寿老人",,"https://ja.wikipedia.org/wiki/白鬚神社_(墨田区)"
139.819325,35.738482,"隅田川七福神","https://www.sumidagawashichifukujin.com/","多聞寺","隅田山吉祥院多聞寺","真言宗智山派","毘沙門天",,
139.691321,35.56581,"多摩川七福神",,"新田神社",,,"恵比寿","http://www.nittajinja.org/",
139.692588,35.564854,"多摩川七福神",,"氷川神社",,,"大黒天",,
139.691836,35.562856,"多摩川七福神",,"十寄神社",,,"毘沙門天",,
139.69455,35.56257,"多摩川七福神",,"延命寺",,"浄土宗","寿老人",,
139.69487,35.55802,"多摩川七福神",,"東八幡神社",,,"弁財天",,
139.689802,35.569633,"多摩川七福神",,"頓兵衛地蔵","頓兵衛地蔵尊堂",,"布袋尊",,
139.69269,35.56781,"多摩川七福神",,"矢口中稲荷神社",,,"福禄寿",,
139.739627,35.618473,"東海七福神",,"品川神社",,,"大黒天",,"https://ja.wikipedia.org/wiki/品川神社"
139.74234,35.619004,"東海七福神",,"養願寺","明鏡山善光院養願寺","天台宗","布袋尊",,
139.743088,35.619351,"東海七福神",,"一心寺",,"真言宗","寿老人",,
139.7434,35.617,"東海七福神",,"荏原神社",,,"恵比寿","http://ebarajinja.org/","https://ja.wikipedia.org/wiki/荏原神社"
139.743614,35.609657,"東海七福神",,"品川寺","海照山普門院品川寺","真言宗","毘沙門天","http://honsenji.net/","https://ja.wikipedia.org/wiki/品川寺"
139.73874,35.597285,"東海七福神",,"天祖諏訪神社",,,"福禄寿","http://tensosuwa-jinja.jp/","https://ja.wikipedia.org/wiki/天祖・諏訪神社"
139.735544,35.585178,"東海七福神",,"磐井神社",,,"弁財天",,"https://ja.wikipedia.org/wiki/磐井神社"
139.53957,35.40616,"戸塚宿七福神",,"妙秀寺","身立山妙秀寺","日蓮宗","弁財天",,
139.54023,35.40951,"戸塚宿七福神",,"寶蔵院","東峯山寶蔵院","真言宗大覚寺派","毘沙門天","http://hozoin.com/",
139.53063,35.4068,"戸塚宿七福神",,"雲林寺","龍谷山雲林寺","曹洞宗","恵比寿",,
139.53,35.40932,"戸塚宿七福神",,"来迎寺","鏡映山来迎寺","浄土宗","寿老人",,
139.53186,35.40191,"戸塚宿七福神",,"清源院","南向山清源院","浄土宗","毘沙門天",,
139.529115,35.400008,"戸塚宿七福神",,"高松寺","潤岳山高松寺","臨済宗円覚寺派","大黒天",,
139.529658,35.396854,"戸塚宿七福神",,"海蔵院","惠照山海蔵院","臨済宗円覚寺派","布袋尊","http://www.e-oterasan.net/",
139.529168,35.391086,"戸塚宿七福神",,"親縁寺","富塚山親縁寺","時宗","福禄寿",,"https://ja.wikipedia.org/wiki/親縁寺"
139.685905,35.519771,"鶴見七福神",,"熊野神社","横浜熊野神社",,"福禄寿","http://753.jp/",
139.67737,35.510999,"鶴見七福神",,"鶴見神社",,,"寿老人",,"https://ja.wikipedia.org/wiki/鶴見神社_(横浜市)"
139.669952,35.506989,"鶴見七福神",,"總持寺","緒嶽山總持寺","曹洞宗","大黒天","http://www.sojiji.jp/","https://ja.wikipedia.org/wiki/總持寺"
139.670614,35.502645,"鶴見七福神",,"東福寺",,"真言宗智山派","毘沙門天",,
139.674637,35.495732,"鶴見七福神",,"正泉寺",,"真言宗智山派","恵比寿",,
139.6654,35.496188,"鶴見七福神",,"安養寺",,"浄土宗","弁財天",,
139.650254,35.501446,"鶴見七福神",,"松蔭寺",,"臨済宗建長寺派","布袋尊",,
139.731699,35.639675,"山手七福神",,"清正公","最正山覚林寺","日蓮宗","毘沙門天",,"https://ja.wikipedia.org/wiki/覚林寺"
139.726959,35.637274,"山手七福神",,"瑞聖寺","紫雲山瑞聖寺","黄檗宗","布袋尊","http://www.zuisho-ji.or.jp/",
139.721843,35.635505,"山手七福神",,"白金妙見","誠滝山妙円寺","日蓮宗","福禄寿、寿老人",,
139.713775,35.632825,"山手七福神",,"大円寺","松林山大円寺","天台宗","大黒天",,"https://ja.wikipedia.org/wiki/大円寺_(目黒区)"
139.708443,35.630418,"山手七福神",,"蟠竜寺","霊雲山蟠竜寺","浄土宗","弁財天",,
139.7081,35.6286,"山手七福神",,"目黒不動","泰叡山瀧泉寺","天台宗","恵比寿","http://park6.wakwak.com/~megurofudou/","https://ja.wikipedia.org/wiki/瀧泉寺"
139.758725,35.73554,"谷中七福神",,"東覚寺","白龍山東覚寺","真言宗","福禄寿",,
139.766014,35.731187,"谷中七福神",,"青雲寺","浄居山青雲寺","臨済宗","恵比寿",,
139.766049,35.730075,"谷中七福神",,"修性院","運啓山修性院","日蓮宗","布袋尊",,
139.768438,35.725206,"谷中七福神",,"長安寺","大道山長安寺","臨済宗","寿老人",,
139.771118,35.726782,"谷中七福神",,"天王寺","護国山尊重院天王寺","天台宗","毘沙門天",,"https://ja.wikipedia.org/wiki/天王寺_(台東区)"
139.770168,35.71932,"谷中七福神",,"護国院","東叡山寛永寺護国院","天台宗","大黒天",,"https://ja.wikipedia.org/wiki/護国院_(台東区)"
139.771237,35.712148,"谷中七福神",,"不忍池弁天堂","東叡山寛永寺不忍池弁天堂","天台宗","弁財天",,
139.723191,35.719321,"雑司が谷七福神",,"清土鬼子母神",,"日蓮宗","吉祥天",,
139.717713,35.721577,"雑司が谷七福神",,"清立院","御嶽山清立院","日蓮宗","毘沙門天",,
139.715561,35.722077,"雑司が谷七福神",,"大鳥神社",,,"恵比寿","http://www.ootorijinja.or.jp/",
139.713344,35.722115,"雑司が谷七福神",,"雑司が谷鬼子母神",,"日蓮宗","大黒天","http://www.kishimojin.jp/",
139.713694,35.723432,"雑司が谷七福神",,"観静院","平等山観静院","日蓮宗","弁財天",,
139.713489,35.725819,"雑司が谷七福神",,"中野ビル",,,"布袋尊",,
139.714335,35.726583,"雑司が谷七福神",,"仙行寺","松栄山仙行寺","日蓮宗","福禄寿",,
139.592995,35.305083,"湘南七福神",,"東昌寺","青竜山東昌寺","高野山真言宗","福禄寿",,
139.605862,35.299549,"湘南七福神",,"光照寺","開宮山光照寺","高野山真言宗","寿老人",,
139.592456,35.287368,"湘南七福神",,"仙光院","長谷山仙光院","高野山真言宗","毘沙門天",,
139.581114,35.264664,"湘南七福神",,"玉蔵院","守護山玉蔵院","高野山真言宗","恵比寿",,
139.583663,35.28458,"湘南七福神",,"長運寺","景政山長運寺","高野山真言宗","布袋尊",,
139.582022,35.291256,"湘南七福神",,"宗泰寺",,"高野山真言宗","大黒天",,
139.582868,35.296304,"湘南七福神",,"逗子大師","黄雲山延命寺","高野山真言宗","弁財天","http://zushidaishi.jp/",
